SH,0,3253,1,1,0.0232244634628296,1.5
SH,0,3254,1,1,0.0122370211283366,1.5
SH,0,3255,1,1,0.0258488496144613,1.5
SH,0,3256,1,1,0.264396286010742,0.5
SH,0,3257,1,1,0.139047765731812,0.5
SH,0,3258,1,1,0.185080375671387,0.5
SH,0,3259,1,1,0.0341564202308655,2
SH,0,3260,1,1,0.0177779412269592,2
SH,0,3261,1,1,0.0476390838623047,2
FF,0,3253,1,1,0.0116122317314148,1.5
FF,0,3254,1,1,0.00611851056416829,1.5
FF,0,3255,1,1,0.0129244248072307,1.5
FF,0,3256,1,1,0.132198143005371,0.5
FF,0,3257,1,1,0.0695238828659058,0.5
FF,0,3258,1,1,0.0925401878356934,0.5
FF,0,3259,1,1,0.0170782101154328,2
FF,0,3260,1,1,0.0088889706134796,2
FF,0,3261,1,1,0.0238195419311523,2
FF:SH,0,3253,1,1,0.0058061158657074,1.5
FF:SH,0,3254,1,1,0.00305925528208415,1.5
FF:SH,0,3255,1,1,0.00646221240361532,1.5
FF:SH,0,3256,1,1,0.0660990715026854,0.5
FF:SH,0,3257,1,1,0.034761941432953,0.5
FF:SH,0,3258,1,1,0.0462700939178466,0.5
FF:SH,0,3259,1,1,0.0085391050577164,2
FF:SH,0,3260,1,1,0.0044444853067398,2
FF:SH,0,3261,1,1,0.0119097709655762,2
SH:FF,0,3253,1,1,0.0154829756418864,1.5
SH:FF,0,3254,1,1,0.00815801408555773,1.5
SH:FF,0,3255,1,1,0.0172325664096409,1.5
SH:FF,0,3256,1,1,0.176264190673828,0.5
SH:FF,0,3257,1,1,0.0926985104878744,0.5
SH:FF,0,3258,1,1,0.123386917114258,0.5
SH:FF,0,3259,1,1,0.022770946820577,2
SH:FF,0,3260,1,1,0.0118519608179728,2
SH:FF,0,3261,1,1,0.0317593892415364,2
SL:FF,0,3253,1,1,0.00464489269256592,1.5
SL:FF,0,3254,1,1,0.00244740422566732,1.5
SL:FF,0,3255,1,1,0.00516976992289225,1.5
SL:FF,0,3256,1,1,0.0528792572021484,0.5
SL:FF,0,3257,1,1,0.0278095531463624,0.5
SL:FF,0,3258,1,1,0.0370160751342774,0.5
SL:FF,0,3259,1,1,0.0068312840461731,2
SL:FF,0,3260,1,1,0.00355558824539184,2
SL:FF,0,3261,1,1,0.00952781677246095,2
WI,0,3253,1,1,0.366666666666667,1.5
WI,0,3254,1,1,0.366666666666667,1.5
WI,0,3255,1,1,0.366666666666667,1.5
WI,0,3256,1,1,1.1,0.5
WI,0,3257,1,1,1.1,0.5
WI,0,3258,1,1,1.1,0.5
WI,0,3259,1,1,0.275,2
WI,0,3260,1,1,0.275,2
WI,0,3261,1,1,0.275,2
WA,0,3253,1,1,0.366666666666667,1.5
WA,0,3254,1,1,0.366666666666667,1.5
WA,0,3255,1,1,0.366666666666667,1.5
WA,0,3256,1,1,1.1,0.5
WA,0,3257,1,1,1.1,0.5
WA,0,3258,1,1,1.1,0.5
WA,0,3259,1,1,0.275,2
WA,0,3260,1,1,0.275,2
WA,0,3261,1,1,0.275,2
WA:WI,0,3253,1,1,0.333333333333333,1.5
WA:WI,0,3254,1,1,0.333333333333333,1.5
WA:WI,0,3255,1,1,0.333333333333333,1.5
WA:WI,0,3256,1,1,1,0.5
WA:WI,0,3257,1,1,1,0.5
WA:WI,0,3258,1,1,1,0.5
WA:WI,0,3259,1,1,0.25,2
WA:WI,0,3260,1,1,0.25,2
WA:WI,0,3261,1,1,0.25,2

