SH,0,3253,1,1,0.0232244634628296,1.5
SH,0,3254,1,1,0.0122370211283366,1.5
SH,0,3255,1,1,0.0258488496144613,1.5
SH,0,3256,1,1,0.264396286010742,0.5
SH,0,3257,1,1,0.139047765731812,0.5
SH,0,3258,1,1,0.185080375671387,0.5
SH,0,3259,1,1,0.0341564202308655,2
SH,0,3260,1,1,0.0177779412269592,2
SH,0,3261,1,1,0.0476390838623047,2
FF,0,3253,1,1,0.0232244634628296,1.5
FF,0,3254,1,1,0.0122370211283366,1.5
FF,0,3255,1,1,0.0258488496144613,1.5
FF,0,3256,1,1,0.264396286010742,0.5
FF,0,3257,1,1,0.139047765731812,0.5
FF,0,3258,1,1,0.185080375671387,0.5
FF,0,3259,1,1,0.0341564202308655,2
FF,0,3260,1,1,0.0177779412269592,2
FF,0,3261,1,1,0.0476390838623047,2
